vendor_id,passenger_count,store_and_fwd_flag,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,distance_km
2,3,N,1,0,3,0,1.2164758936353082
2,1,N,22,4,2,0,2.509889174525953
2,1,N,22,3,4,0,5.003519790115131
2,2,N,9,0,2,0,2.5680988307581085
2,1,N,19,1,1,0,0.6766940811242833
2,5,N,4,5,3,1,2.7765153595573344
1,2,N,5,0,2,0,10.398443538794435
2,1,N,6,0,4,0,9.4844834799284
2,1,N,11,6,1,1,10.276149217009204
1,1,N,7,1,1,0,4.651187189692193
1,1,N,19,5,1,1,5.781637972186336
2,1,N,2,6,1,1,1.686341111929641
2,1,N,18,4,3,0,1.432041941775452
1,1,N,17,6,3,1,7.043210382036551
1,1,N,7,1,4,0,0.8795612134237898
2,2,N,13,3,3,0,2.3506228139204786
1,1,N,18,2,1,0,1.740762662273865
2,5,N,11,5,3,1,1.2064021005189092
1,1,N,16,6,4,1,1.338260234107538
1,2,N,10,5,4,1,7.931898699152935
2,1,N,1,5,1,1,4.082421231514062
2,1,N,1,3,5,0,0.0046659248080682
2,1,N,10,0,3,0,9.787491268607733
1,1,N,8,2,3,0,8.380267546427621
2,1,N,18,2,4,0,2.703971256812144
2,1,N,22,3,3,0,1.7227357813494832
2,1,N,11,0,5,0,8.361389013934389
1,4,N,22,6,3,1,22.63632601552425
2,1,N,12,2,1,0,1.981508637920514
2,1,N,14,5,4,1,2.257073211831
1,1,N,8,5,3,1,6.612208693296683
2,1,N,17,3,4,0,5.2728496888403
2,6,N,15,2,3,0,1.688688978347201
1,1,Y,23,0,3,0,0.8917399011209676
1,1,N,10,4,4,0,0.5127398712023599
2,1,N,2,6,1,1,1.9663088921581933
1,1,N,17,2,2,0,0.3547697816183748
1,1,N,14,3,4,0,1.669048751980624
1,1,N,15,3,5,0,5.542448525971226
1,1,N,19,1,5,0,1.0460857385885878
2,1,N,1,6,4,1,4.801213396499229
2,1,N,13,4,4,0,3.822333084028699
1,1,N,17,5,4,1,4.5808148243041895
2,6,N,17,0,1,0,2.6880602651912
2,2,N,18,6,3,1,20.28905070509928
2,1,N,8,1,4,0,3.4800822797501905
2,1,N,15,1,4,0,1.31094098440956
2,1,N,8,0,2,0,0.9296089823650218
2,6,N,21,6,4,1,1.388093592367204
2,2,N,13,5,1,1,3.84415328070076
2,1,N,5,5,5,1,2.19370235243536
2,1,N,22,1,3,0,3.1801989242327213
2,1,N,18,6,1,1,3.269506624790873
2,1,N,10,3,3,0,1.7847443147018525
1,1,N,2,6,2,1,3.963872388284336
1,3,N,17,1,3,0,2.957634558186451
2,2,N,9,2,2,0,0.7130689642326359
2,1,N,21,1,5,0,12.99921912246396
2,6,N,7,1,5,0,0.8641450782935147
2,1,N,14,5,3,1,4.12210770546999
1,1,N,16,4,4,0,1.4447481497567558
1,2,N,9,0,4,0,1.8086952310349147
1,1,N,10,0,2,0,2.115142935377805
2,1,N,21,6,1,1,3.0407453932048103
1,2,N,6,0,2,0,4.684694603536344
1,2,N,17,5,4,1,0.7795582199268304
1,1,N,14,1,4,0,0.9193824712908338
2,1,N,21,0,2,0,0.9385884456648
1,2,N,19,1,5,0,2.8513319341556658
2,4,N,17,5,2,1,3.427577899923364
1,1,N,0,6,3,1,12.824986404660788
1,1,N,23,2,3,0,2.279693358475352
2,3,N,12,2,3,0,0.7032203875199525
2,1,N,13,5,3,1,5.348811137932657
2,1,N,0,6,1,1,3.271488665185606
1,1,N,9,4,3,0,5.883619482057645
2,3,N,16,3,3,0,18.82141495968073
2,1,N,18,1,3,0,1.899467516837815
2,5,N,5,6,2,1,1.185415243332173
2,1,N,13,3,3,0,4.106132679470124
1,2,N,1,3,2,0,1.5759645784017582
1,1,N,16,5,3,1,1.41886074733247
1,1,N,16,1,5,0,1.6677914782746788
2,3,N,17,6,2,1,1.1342522455075277
2,5,N,0,0,4,0,16.447912544344817
1,1,N,20,3,4,0,3.2307297896075964
2,1,N,20,4,1,0,0.5858976893498483
2,3,N,11,2,3,0,1.47744772621859
2,2,N,0,6,2,1,7.113992291337744
1,3,N,10,2,5,0,10.44331600028541
1,1,N,7,2,2,0,3.737705769986446
2,1,N,8,4,1,0,12.628860977072604
2,1,N,16,6,5,1,0.91196615022022
2,1,N,13,6,4,1,1.681338106452763
2,1,N,23,0,4,0,1.1144199642288786
2,1,N,0,1,3,0,2.57566600272994
1,1,N,22,2,1,0,0.8721952089911279
1,1,N,21,6,5,1,1.8968056527196435
2,1,N,4,5,5,1,1.8620562504423988
2,3,N,11,2,1,0,2.346621699914949
1,1,N,15,3,1,0,1.0349856496070329
2,1,N,20,0,3,0,6.723663230350396
2,1,N,18,2,3,0,14.792155267717536
1,1,N,20,1,4,0,5.75039360801891
2,1,N,11,0,4,0,1.1226433642828462
2,1,N,16,4,4,0,0.980114689336392
1,1,N,11,4,1,0,1.964405639131848
1,1,N,10,2,2,0,1.788541293383296
1,1,N,21,0,4,0,1.1568701723218973
2,1,N,21,6,1,1,20.965636151917185
1,1,N,9,6,3,1,2.924739705398764
2,1,N,20,1,1,0,1.6115591995442031
1,1,N,1,6,4,1,2.1607543474874773
2,1,N,20,4,1,0,1.101673209772557
1,1,N,11,3,3,0,1.331251967686221
2,3,N,22,4,3,0,4.163635626757204
2,1,N,23,4,4,0,1.5597649836829703
1,1,N,5,4,2,0,2.2993745566174133
1,1,N,19,4,3,0,1.9725912224992403
2,1,N,20,1,2,0,7.186354657637316
1,1,N,18,0,4,0,1.9545886057733812
2,1,N,17,6,1,1,0.8932572642072752
1,1,N,18,5,1,1,2.027162629128782
2,2,N,11,1,2,0,2.8126286493767103
1,2,N,0,0,3,0,9.80990812479212
2,1,N,17,1,3,0,1.7029118230385445
2,1,N,1,2,4,0,1.437013659132599
2,1,N,6,1,5,0,3.189309182470605
2,1,N,12,4,1,0,1.8125384625082763
1,1,N,16,5,4,1,8.557173981834092
1,1,N,23,4,5,0,4.835836041746667
1,2,N,22,4,1,0,0.7662906613502446
1,1,N,14,4,1,0,1.818396050090109
1,1,N,20,4,5,0,1.4633971302371973
2,2,N,6,0,4,0,0.7930128988754487
2,1,N,13,3,3,0,3.5532665379362545
2,1,N,0,0,1,0,11.314966706468535
2,1,N,15,0,4,0,1.2778362425804417
1,1,N,14,1,4,0,0.7734146671937825
1,1,N,12,0,1,0,1.9865485603790884
2,1,N,10,1,4,0,3.449997874571521
2,1,N,13,4,2,0,1.0562093904230196
1,1,N,11,6,1,1,6.918444930593157
1,3,N,22,4,3,0,2.191780495426067
1,1,N,13,2,1,0,0.7517639977764595
2,1,N,4,1,1,0,6.482540144591652
1,1,N,15,4,4,0,0.7547543590129305
2,1,N,12,2,2,0,0.0
2,1,N,11,2,2,0,2.551839056179665
2,1,N,16,6,1,1,8.675819915365302
2,5,N,19,0,2,0,0.975200244336192
2,1,N,19,1,4,0,1.4024228907972658
2,1,N,14,5,5,1,0.7135247854292598
2,2,N,20,2,2,0,15.03336851521236
2,1,N,3,5,4,1,2.374142262045562
2,1,N,19,1,5,0,1.390138763779026
2,6,N,22,2,4,0,5.426740860250861
1,1,N,17,6,1,1,0.5210169874682661
1,1,N,17,5,4,1,4.230363372406824
1,1,N,19,4,5,0,1.955691310625632
2,3,N,11,0,5,0,3.357217901583511
2,2,N,11,1,1,0,3.314668159036211
1,1,N,19,3,4,0,0.863101553559615
1,1,N,14,3,3,0,1.2439230866153068
2,2,N,17,5,2,1,2.0032864119919416
1,1,N,11,4,4,0,2.1109083303825544
2,1,N,7,3,4,0,2.118580266492956
1,1,N,21,1,3,0,2.27361254017191
1,3,N,14,5,4,1,0.945860721967002
2,1,N,23,5,1,1,4.517986162427356
2,1,N,21,3,5,0,5.381615847839853
1,3,N,7,1,2,0,1.0768543151861745
1,1,N,16,2,2,0,1.4529959365542915
2,4,N,15,2,4,0,1.926634178219648
2,5,N,17,1,2,0,9.043372001498527
2,1,N,13,4,4,0,1.2925866997802469
2,1,N,11,4,4,0,4.580580859538684
1,3,N,3,5,1,1,10.130265458006884
2,1,N,21,2,3,0,2.226561278858666
1,2,N,18,2,4,0,4.435900205484418
1,1,N,19,6,1,1,15.474348384890584
1,2,N,1,4,3,0,9.968069008412414
2,1,N,11,4,4,0,3.004838378927181
1,1,N,12,1,5,0,0.9621738773556282
2,1,N,2,6,5,1,7.090108688122111
2,1,N,14,1,4,0,2.3243759252811302
2,1,N,16,5,5,1,7.92097168529141
2,2,N,11,3,3,0,0.8691442946906032
2,5,N,6,4,5,0,0.901189918392545
2,3,N,19,5,2,1,1.0615058355803288
2,6,N,18,2,1,0,3.208226907990234
1,1,N,21,2,1,0,5.862788235874569
2,6,N,19,6,3,1,12.34135038301148
2,1,N,20,3,5,0,4.132824272097367
2,2,N,23,4,4,0,8.735400632346972
2,1,N,18,2,3,0,1.072772969640327
1,1,N,11,2,4,0,6.650588173390999
1,1,N,8,2,1,0,1.6348335764311888
1,1,N,12,0,4,0,2.506479712305105
1,1,N,8,4,5,0,0.8196157557366496
1,1,N,12,6,3,1,1.39131894248031
2,1,N,21,3,4,0,9.234915122736906
2,1,N,23,4,2,0,11.47553583340319
1,1,N,10,5,4,1,2.456316496283595
1,1,N,22,5,2,1,4.541021038420031
2,6,N,15,0,4,0,1.5516619064577126
1,1,N,7,0,2,0,4.090149032468664
1,1,N,21,3,3,0,4.38397876101707
2,1,N,14,6,4,1,1.3478658865454771
2,5,N,8,1,3,0,2.367410128003693
1,1,N,19,4,4,0,1.968874942501652
1,1,N,15,5,1,1,5.066803324375997
2,1,N,23,1,1,0,6.442553881901528
2,2,N,6,2,4,0,3.1014377317471795
2,3,N,16,2,5,0,3.4212958936873887
1,1,N,19,5,2,1,3.982814652688444
1,2,N,19,5,2,1,1.6777055234210376
1,1,N,6,2,4,0,1.275014204360168
2,2,N,16,3,4,0,5.2352136910280205
1,1,N,18,4,2,0,11.371130558498631
2,1,N,13,1,4,0,2.629101779865522
1,1,N,21,2,3,0,1.3111878800662429
1,1,N,20,2,2,0,5.493472660220667
1,1,N,22,2,1,0,2.218514165163225
1,1,N,10,5,4,1,0.8603356173807774
1,1,N,15,0,5,0,1.3750183195009498
1,1,N,9,6,3,1,1.5904005965427346
2,1,N,18,5,5,1,2.9896184596906865
1,1,N,12,4,2,0,5.093633257462432
2,6,N,14,2,4,0,4.333571208365616
1,1,N,19,4,2,0,5.070587453459607
2,2,N,22,4,3,0,0.5280885516826445
1,1,N,13,0,4,0,1.5127768897211111
2,1,N,14,0,4,0,2.611567753145404
2,6,N,18,2,3,0,6.11321106412592
1,1,N,20,0,1,0,4.54054958797524
2,4,N,4,6,5,1,5.515450378035771
2,4,N,22,3,1,0,1.0519086660057937
1,1,N,13,5,5,1,2.867298575853526
2,1,N,21,3,5,0,5.353448333257925
2,1,N,17,0,4,0,0.4395767682443492
1,1,N,12,4,3,0,18.36608840946368
2,1,N,13,1,3,0,2.237999410896112
2,2,N,21,4,2,0,3.193246601189573
1,1,N,18,1,4,0,1.1385497599519203
1,2,N,20,5,1,1,1.0965137095301325
2,2,N,14,6,4,1,1.6206036634495573
1,1,N,15,1,1,0,19.80036131202242
2,1,N,6,2,4,0,1.1998847857572177
1,1,N,0,6,1,1,1.0905456644829377
1,1,N,16,6,4,1,0.8983039286936226
1,1,N,11,5,2,1,2.9776374689669525
1,1,N,18,2,4,0,1.9468767855403808
1,1,N,0,6,5,1,1.549125802551408
1,1,N,22,3,1,0,3.9669245018114863
2,1,N,12,4,2,0,3.975669977174903
1,1,N,0,6,1,1,2.817413500080982
1,1,N,17,1,1,0,1.196410723403424
1,1,Y,12,4,1,0,1.123444522274448
2,1,N,8,5,4,1,0.9388131109063068
1,3,N,17,4,3,0,0.9749250690975872
1,1,N,22,3,3,0,1.374904307131012
2,1,N,13,6,5,1,1.5643079322695388
1,2,N,13,6,2,1,5.215430887416544
2,5,N,0,5,1,1,7.899061066640002
1,1,N,20,2,2,0,3.0895461034009046
2,3,N,11,0,2,0,9.07668758580623
2,2,N,22,2,1,0,1.1520068319327776
2,1,N,15,3,2,0,0.6003189546829518
2,5,N,12,5,2,1,2.3179335851584937
2,3,N,16,3,3,0,0.7369531156898402
2,1,N,6,1,4,0,6.157469020582341
1,1,N,17,3,1,0,15.5023886285791
1,2,N,13,4,4,0,3.703993692585668
2,2,N,20,3,3,0,1.461445201893311
2,1,N,17,1,2,0,2.419394438559339
2,2,N,17,3,1,0,0.5894889154176537
2,2,N,20,4,5,0,2.721965217987257
1,1,N,14,2,4,0,0.3015542342528527
2,5,N,13,6,3,1,4.371424261462666
1,1,N,22,3,4,0,3.716986964564589
1,1,N,19,3,1,0,4.945931994181905
1,1,N,1,5,3,1,2.48837842994753
2,1,N,15,0,5,0,1.3947196015397778
2,4,N,11,6,3,1,0.6541642863296309
2,1,N,21,6,1,1,2.670820126709124
2,1,N,11,1,3,0,2.014567495871166
2,1,N,6,0,5,0,7.867308609742451
2,1,N,13,2,5,0,0.601979333863999
2,5,N,20,0,5,0,1.8408975501945053
1,1,N,8,0,4,0,1.4680979589271572
1,2,Y,22,5,3,1,3.12760273890984
2,1,N,14,6,3,1,2.8879835307901334
1,1,N,20,1,2,0,5.579054304709172
1,1,N,20,1,4,0,3.070453525288343
1,2,N,22,1,3,0,2.6167300412009333
1,1,N,14,3,4,0,1.4930852167209565
2,1,N,16,6,3,1,2.628860461969664
2,4,N,11,6,4,1,21.40565296033894
2,1,N,8,5,2,1,0.7539797621755342
2,1,N,14,0,2,0,1.7499974088648758
1,1,N,23,4,1,0,0.0012725249486195
1,1,N,10,3,5,0,2.065791111130174
1,1,N,13,3,4,0,1.0794435689113016
2,1,N,22,5,1,1,0.8911933492268541
2,1,N,17,5,1,1,2.2019629311147857
1,1,N,20,3,4,0,1.178830010318047
2,5,N,23,5,2,1,2.50413497990304
2,3,N,23,3,3,0,1.0433915623741632
1,1,N,12,5,1,1,2.470852094446
1,1,N,8,0,3,0,2.010371234516013
1,1,N,9,4,3,0,1.028832962081379
2,1,N,18,4,1,0,9.397701346659938
2,1,N,10,6,4,1,4.947274394627291
2,1,N,17,4,5,0,2.458132319737416
1,1,N,14,6,2,1,6.493524247808309
1,1,N,3,6,4,1,1.206580695692635
1,1,N,3,4,5,0,0.0077069165068722
1,1,N,20,3,4,0,2.697848695355744
1,3,N,0,4,3,0,1.612893753394149
2,5,N,1,4,3,0,1.015655144336526
2,1,N,12,6,1,1,2.196113509952924
1,2,N,17,1,4,0,1.8574794779924688
1,1,N,9,2,1,0,1.059764177860906
2,6,N,10,4,2,0,1.115183962348059
1,1,N,9,0,2,0,0.4009645032242365
2,1,N,10,0,2,0,1.2247471167530772
1,1,N,23,5,3,1,1.0513631911294563
2,1,N,22,6,1,1,3.0186816952207325
2,2,N,0,5,3,1,0.6889394609772561
2,1,N,14,3,2,0,0.6084139571412195
1,1,N,11,3,4,0,11.189672570520743
1,1,N,18,4,5,0,3.939040055841592
1,1,N,14,3,4,0,3.1999644728130185
1,1,N,12,4,2,0,2.5502185316438437
2,5,N,17,4,2,0,5.171836569742728
2,1,N,2,6,2,1,3.954100398505464
1,2,N,14,4,4,0,7.62548881209775
1,1,N,12,4,3,0,1.2771947641177508
1,1,N,23,4,3,0,0.7778955405907511
2,2,N,19,5,3,1,6.16167412037624
1,1,N,20,2,3,0,19.741760610316355
1,1,N,8,1,4,0,0.3975720342046556
1,1,N,20,3,2,0,2.586744940153101
1,1,N,12,1,1,0,1.245719932150266
2,1,N,23,0,4,0,1.1066029599828515
2,3,N,20,6,2,1,0.8986632524956617
1,1,N,21,5,3,1,6.675914892344919
2,1,N,10,4,1,0,0.7042353981033947
1,1,N,21,1,4,0,2.80723820751585
2,2,N,20,0,1,0,1.0128620734921168
2,1,N,19,5,5,1,1.1441656549000014
1,1,N,0,1,4,0,1.8547031877757865
2,1,N,20,6,1,1,0.8390513134000632
1,1,N,14,4,4,0,6.660767823550534
2,1,N,11,2,4,0,2.9352110293523586
1,1,N,4,5,1,1,1.4885894787109757
2,6,N,13,5,5,1,2.8196087994462733
2,2,N,10,6,1,1,0.0597168769336829
2,1,N,22,5,2,1,3.434781203480943
1,4,N,2,6,1,1,0.8658026490320215
2,1,N,12,3,3,0,0.974702473256293
1,1,N,20,3,3,0,11.228066485087297
2,2,N,16,5,2,1,0.0006436776431073
2,2,N,15,3,4,0,2.257234973002213
2,1,N,1,3,3,0,6.255685153745135
1,1,N,20,6,2,1,0.9557744736825032
1,1,N,15,3,1,0,3.2933047321076296
1,1,N,21,1,4,0,0.834043067050757
2,2,N,22,1,5,0,0.5381585571886596
1,1,N,4,0,2,0,9.19174966127109
2,1,N,13,1,2,0,0.992097782031704
1,1,N,22,3,3,0,2.959977499333521
2,1,N,17,5,4,1,1.2276294719976213
2,1,N,17,2,2,0,0.8306413961900024
2,1,N,17,2,3,0,0.7651884443890121
2,5,N,14,4,1,0,18.313771791654684
2,2,N,13,6,5,1,2.031918855754394
1,1,N,16,1,1,0,3.452826353233428
1,1,N,5,1,2,0,3.1687757162071235
2,1,N,20,5,5,1,4.147022037667384
1,2,N,1,5,2,1,4.3305195650258215
2,1,N,10,5,2,1,1.270399234222593
2,1,N,8,2,5,0,1.6736067283360236
1,1,N,0,6,5,1,1.2143176875959076
2,2,N,15,5,4,1,4.683084135130438
2,1,N,20,1,4,0,1.4424733587908305
1,1,N,19,4,1,0,0.8319985629492547
1,1,N,16,0,5,0,2.045223817679483
2,5,N,3,0,1,0,1.125620982620683
2,1,N,18,5,2,1,2.64929947384468
1,1,N,19,5,4,1,1.2940085405320128
2,1,N,18,3,5,0,1.4342358091800207
1,1,N,5,4,4,0,4.153523614257436
2,2,N,15,6,4,1,3.685819186911688
2,1,N,15,1,1,0,2.2463731710904
2,5,N,19,0,3,0,2.2187741460392707
1,1,N,8,6,3,1,1.542661306094269
2,2,N,14,0,4,0,0.9296611416643312
2,2,N,17,2,4,0,14.302189748406628
2,2,N,7,0,5,0,4.082598821240177
1,1,N,19,1,2,0,4.359118409984504
1,1,N,14,2,4,0,2.650578426310387
1,1,N,21,6,3,1,0.8561179430212363
1,2,N,0,2,5,0,4.00222908747844
2,6,N,14,6,5,1,1.6167497104780142
1,1,N,1,5,1,1,2.63620812647578
1,3,N,22,1,4,0,2.5277092793431746
2,1,N,7,0,4,0,0.8337633768221602
2,2,N,12,6,4,1,0.7131106029062049
2,6,N,6,5,3,1,1.887901095968448
2,5,N,13,2,1,0,0.8947510236172672
2,1,N,16,2,4,0,6.731438627268789
2,1,N,3,6,1,1,1.6247040218214683
2,1,N,8,2,4,0,0.9802554860286088
2,4,N,21,3,2,0,6.153880744682208
1,1,N,7,1,3,0,1.4563015138001891
2,1,N,9,3,4,0,1.0778058878301915
1,1,N,15,1,1,0,1.7071153821970593
2,5,N,7,5,5,1,0.9625812995449308
2,1,N,0,4,4,0,1.007217291979314
2,5,N,23,6,4,1,7.8104796411082065
2,1,N,15,3,2,0,2.2918673226320125
1,1,N,21,1,4,0,1.4742010702157162
2,1,N,9,3,3,0,4.010585575393899
2,1,N,17,3,5,0,2.4168770980362
2,5,N,6,6,3,1,13.685007565933068
2,1,N,23,3,4,0,5.773003498259831
1,2,N,14,0,4,0,2.17019827032658
2,1,N,2,5,5,1,3.5951762451970146
1,1,N,12,0,5,0,2.178947238035019
1,1,N,9,1,2,0,0.4278734343704152
1,2,N,20,1,3,0,7.226491918956851
2,1,N,19,6,5,1,2.363363635107817
1,1,N,0,6,1,1,0.8240436655538791
2,1,N,22,5,1,1,0.8115504972300153
1,2,N,16,6,2,1,3.8577204391518594
2,1,N,16,4,2,0,1.9313403554968036
1,1,N,6,1,1,0,5.037013989535905
2,1,N,18,1,4,0,0.9868094848775636
1,1,N,22,4,4,0,1.539123564693976
1,1,N,13,5,1,1,0.7509854396746388
2,1,N,1,5,5,1,6.2521171072549295
2,2,N,17,2,2,0,2.02237304688679
2,4,N,12,1,4,0,2.0931551027789195
2,1,N,22,0,3,0,2.190432144904769
2,1,N,12,4,4,0,0.801678115034736
1,1,N,12,0,3,0,0.1660410340818386
1,1,N,19,4,2,0,0.9353711951970008
2,1,N,0,5,4,1,0.7689803971564113
2,6,N,9,6,5,1,1.870134925602293
1,2,N,22,2,3,0,3.349816778021423
2,1,N,8,3,4,0,2.7156288260524515
2,1,N,1,5,4,1,2.061106353015208
1,2,N,15,3,4,0,0.6608344875658154
1,4,N,19,0,3,0,1.010846845994275
2,2,N,7,5,2,1,0.0
2,4,N,21,4,4,0,3.901941541860477
2,1,N,21,3,5,0,2.0097371506553987
2,1,N,21,5,2,1,9.499618626589838
2,1,N,23,3,1,0,5.045678118717115
1,1,N,3,6,1,1,1.4053403002223157
1,1,N,2,1,1,0,2.6959540004369624
1,1,N,11,6,4,1,1.5127003384584794
1,1,N,7,2,2,0,1.361316785414807
2,1,N,23,4,1,0,1.3987006301082032
1,1,N,0,5,2,1,7.690539736268779
2,2,N,10,2,1,0,1.4728214932260766
1,1,N,7,0,2,0,0.5265094848485627
2,1,N,14,0,3,0,2.9144202024575008
2,6,N,19,1,2,0,2.641776156565931
2,2,N,10,2,3,0,2.8787336515238127
1,1,N,7,4,4,0,1.4415404448795686
1,1,N,9,2,2,0,4.261474802838482
1,1,N,13,0,2,0,0.8245803195761332
2,1,N,1,5,1,1,8.959202830038645
2,1,N,15,3,3,0,20.378466858027323
2,1,N,6,4,3,0,0.829250643440837
1,1,N,17,6,5,1,2.138680772410245
1,2,Y,20,4,4,0,1.6838553218766668
2,5,N,20,3,2,0,7.250478131797089
2,5,N,18,2,4,0,2.26238142878796
2,2,N,13,4,4,0,1.4873643020666636
2,2,N,21,2,1,0,2.784392798852364
2,1,N,7,2,2,0,1.536703037195719
2,1,N,21,2,2,0,0.7118372472992914
1,1,N,3,5,4,1,3.9726146118447434
2,1,N,18,5,5,1,1.7559556978709094
1,1,Y,21,4,1,0,3.224018458122913
1,1,N,20,5,4,1,4.547785503667218
2,1,N,2,0,2,0,2.9465142322721816
1,1,N,20,3,2,0,2.162442594394752
2,1,N,23,4,3,0,1.018708674058027
2,1,N,20,1,1,0,0.7459939222306573
2,1,N,19,6,3,1,3.100721392785485
2,2,N,22,3,1,0,1.9925811427773652
2,3,N,12,1,2,0,3.79289942664708
1,1,N,23,1,4,0,1.3363091232310238
1,1,N,10,1,2,0,1.3464475780496588
2,2,N,15,4,1,0,0.4629604236631124
2,1,N,5,1,3,0,1.432454538232318
2,1,N,12,3,4,0,2.3538290588454958
2,1,N,19,1,4,0,1.2417898076580205
1,2,N,0,6,5,1,1.359005438614486
1,1,N,8,4,5,0,8.17520083604029
1,1,N,5,4,3,0,2.818770182115124
2,1,N,14,0,2,0,1.992982375995108
2,1,N,0,0,1,0,2.2506025948041595
1,1,N,8,0,5,0,2.4620901875751917
2,4,N,22,5,2,1,0.6501951580053459
2,1,N,9,3,1,0,1.1160109691325324
2,1,N,19,0,4,0,2.955104815351889
2,1,N,23,2,3,0,1.6576158547974114
2,1,N,18,1,4,0,0.8324438434558485
2,1,N,14,5,3,1,7.814892087122055
2,1,N,10,0,4,0,2.509900515737544
2,1,N,21,0,3,0,8.505240628700811
1,1,N,21,0,2,0,6.006738053679427
2,2,N,12,2,5,0,1.5455803567504085
1,1,N,16,2,3,0,1.218322502652476
1,2,N,18,4,4,0,1.264532778529172
2,1,N,8,2,1,0,1.4214426687393589
2,5,N,22,3,1,0,2.5164702284777443
1,1,N,0,5,1,1,1.94409214659826
2,2,N,15,4,1,0,1.956109450875964
1,1,N,19,5,3,1,0.3046279482517518
2,1,N,8,2,1,0,2.5923736039404948
1,1,N,19,3,3,0,3.0149773969733307
2,1,N,17,3,4,0,18.432200115694783
2,1,N,17,3,4,0,11.279716148019617
2,1,N,19,6,3,1,7.898871633712405
2,5,N,13,3,3,0,0.8099825987878302
2,1,N,11,1,2,0,3.126297422855801
1,1,N,20,1,3,0,4.10829754865867
1,1,N,3,5,4,1,9.478687620418036
2,1,N,16,1,1,0,2.218733219853789
2,1,N,23,1,1,0,2.416181934655896
2,2,N,3,6,4,1,2.3009992981274534
1,2,N,10,1,3,0,1.5674603853896405
2,1,N,18,3,1,0,13.105318165197229
2,1,N,10,6,2,1,3.511108356050017
2,1,N,13,2,5,0,1.0971795112580052
2,1,N,19,4,1,0,2.7933941426151123
1,1,N,8,2,1,0,2.6386249513880964
1,1,N,22,2,4,0,2.2969920031962068
1,1,N,22,1,4,0,1.9224544955350096
2,4,N,3,6,4,1,5.757331047395521
1,1,N,22,3,4,0,0.3954708614841391
2,1,N,15,0,1,0,1.0160825410635457
2,1,N,23,5,5,1,6.744229888274747
2,1,N,12,2,2,0,1.2896081988539907
2,1,N,20,0,1,0,21.90515065805832
1,1,N,15,5,3,1,0.7127133630516884
2,1,N,20,6,3,1,2.515998584116661
1,1,N,4,0,2,0,20.262502648086084
1,1,N,7,6,5,1,3.209249838064672
2,5,N,9,2,2,0,13.646235083129756
1,1,N,6,5,2,1,1.0364827845927478
2,1,N,21,5,4,1,5.403237889422081
2,1,N,17,5,1,1,2.882562370993919
2,1,N,10,2,3,0,1.0832630902623412
2,1,N,13,2,2,0,0.6626574107076743
1,1,N,17,6,1,1,2.145869236871546
2,1,N,0,4,4,0,1.47243695077087
2,1,N,10,1,5,0,0.6758056890930492
2,1,N,13,3,1,0,1.8797511916123797
2,6,N,7,3,3,0,2.5084414848584653
1,1,N,9,6,5,1,5.059072154584171
2,1,N,0,3,3,0,0.517945041818171
2,1,N,0,2,4,0,1.4878087271220224
2,1,N,21,2,3,0,2.1254128922360533
2,2,N,20,5,3,1,1.347425719108298
1,2,N,21,0,1,0,1.565743760679567
2,1,N,21,1,3,0,4.64090692780358
2,1,N,19,6,1,1,3.2632949331028254
1,1,N,7,2,3,0,4.127405087515318
1,1,N,18,2,1,0,1.57120483005745
1,1,N,9,6,1,1,0.6245899287171645
1,1,N,15,6,3,1,2.2581295758738547
2,2,N,23,0,3,0,3.8253177471443256
2,3,N,21,1,3,0,1.4200950222487192
2,1,N,2,6,4,1,4.192155618418391
2,1,N,8,3,4,0,2.6361507321692086
1,2,N,6,4,3,0,1.6081291020178834
2,1,N,3,5,1,1,3.7955530283154553
2,2,N,17,2,4,0,2.537135650881261
2,1,N,1,6,4,1,10.918923702912076
1,1,N,3,3,4,0,0.7883383229145303
1,1,N,9,4,3,0,6.271787334248221
1,3,N,19,2,2,0,1.7708998864015375
2,5,N,15,1,1,0,1.2810906818943433
2,3,N,18,3,3,0,3.339502318372425
1,1,N,8,4,2,0,4.341376434820592
1,1,N,14,6,2,1,2.7216790465455567
2,4,N,15,2,1,0,9.3079279801069
1,1,N,11,2,4,0,1.7781367898105538
2,1,N,17,5,1,1,1.419875274612362
2,1,N,5,1,5,0,22.38123199334017
1,1,N,7,0,2,0,5.199564393399395
1,1,N,11,1,4,0,1.5927604866307443
2,5,N,1,3,3,0,3.749908937486866
2,1,N,5,0,2,0,8.9246892776867
2,6,N,18,4,3,0,1.0800185779727407
2,5,N,21,0,5,0,3.216374430591837
1,1,N,21,5,3,1,1.45689968471012
2,3,N,12,4,4,0,1.6851724259458072
2,1,N,11,5,5,1,1.639376327201229
2,3,N,20,6,2,1,0.8547928945110572
2,6,N,22,2,1,0,2.58174461722825
2,1,N,18,5,3,1,3.2160299379962827
2,5,N,21,4,5,0,0.9486658870474572
1,1,N,12,5,4,1,1.1693794940647488
1,1,N,16,2,5,0,3.8507484194585135
2,1,N,19,6,4,1,4.921668916258166
1,1,N,14,5,3,1,1.3864641578162191
1,1,N,19,5,3,1,3.4927721188458425
2,3,N,18,3,3,0,2.2229180566365967
2,1,N,12,1,3,0,1.2565867166002038
1,1,N,13,6,1,1,1.103503762285817
1,1,N,16,0,5,0,0.7480354974588809
1,1,N,22,1,4,0,0.5918204704366444
