vendor_id,passenger_count,store_and_fwd_flag,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,distance_km,predicted_eta,actual_eta
2,1,N,11,5,5,1,2.3216045423153853,1715.4436,302
2,1,N,11,5,5,1,1.823909500340288,750.0039,440
1,1,N,11,5,5,1,0.9680396217551426,250.79106,865
1,1,N,11,5,5,1,4.262588606797903,864.4056,1230
1,1,N,11,5,5,1,3.5475098839343997,1024.3301,714
2,1,N,11,5,5,1,1.606761059119449,551.06604,332
2,1,N,11,5,5,1,5.304324121837157,1173.4034,1986
1,3,N,11,5,5,1,1.0162262427954876,413.30243,509
2,1,N,11,5,5,1,5.291232338554209,1173.4034,1393
2,1,N,11,5,5,1,7.905618224195352,1173.1484,1100
1,1,N,11,5,5,1,1.322112100612123,406.19843,213
2,1,N,11,5,5,1,1.3175904189177792,320.98416,576
2,1,N,11,5,5,1,1.3118511859548083,320.98416,276
1,2,N,11,5,5,1,0.9273324938662558,277.6707,219
1,1,N,11,5,5,1,2.8594177000308814,738.5634,549
1,1,N,11,5,5,1,2.3770617923914887,586.8496,808
2,1,N,11,5,5,1,1.966129236005512,446.7778,923
1,3,N,11,5,5,1,2.470715764509241,777.2623,492
1,1,N,11,5,5,1,4.223438126425716,988.6187,1050
2,2,N,11,5,5,1,0.8711146303849915,93.51386,338
2,6,N,11,5,5,1,7.251355363237422,1167.0604,1796
1,1,N,11,5,5,1,2.185043451424038,624.2155,626
2,1,N,11,5,5,1,1.9042142518629157,506.40765,372
2,1,N,11,5,5,1,0.7024843778829254,680.5308,684
1,1,N,11,5,5,1,1.7119361997113938,491.8474,389
2,1,N,11,5,5,1,0.8539455892031453,821.45825,167
2,2,N,11,5,5,1,2.543286657685888,530.4869,624
1,1,N,11,5,5,1,1.7242845409945182,541.0223,424
2,1,N,11,5,5,1,4.05863148753478,1044.6656,592
2,2,N,11,5,5,1,0.542409179172127,107.06516,222
2,1,N,11,5,5,1,2.5147774289045577,850.2356,487
2,1,N,11,5,5,1,1.3739792285409569,323.2241,281
1,1,N,11,5,5,1,1.112053513093175,378.7233,336
2,2,N,11,5,5,1,1.6435865189267638,214.50473,807
2,2,N,11,5,5,1,2.8411628197087886,1089.1893,632
1,3,N,11,5,5,1,1.3587707249871657,446.29257,631
2,1,N,11,5,5,1,2.6784083661096423,589.7549,554
2,1,N,11,5,5,1,1.0091765324339446,159.04959,679
2,1,N,11,5,5,1,2.9650186436878894,822.0633,845
2,1,N,11,5,5,1,1.8441685186389245,561.3837,647
2,1,N,11,5,5,1,2.8175770407010328,476.6921,498
1,3,N,11,5,5,1,5.143869956662375,1246.7091,880
2,3,N,11,5,5,1,1.875449060319272,77.00808,840
1,1,N,11,5,5,1,0.7296857805605105,279.94522,97
2,1,N,11,5,5,1,0.8365835920575618,251.54988,208
2,1,N,11,5,5,1,6.426380677016653,1119.7377,1855
1,1,N,11,5,5,1,1.419094482876473,739.513,364
2,1,N,11,5,5,1,0.4046966859830474,-5.540879,111
1,3,N,11,5,5,1,1.162843586030558,468.5947,746
2,1,N,11,5,5,1,4.617810608566349,1090.9766,1197
2,1,N,11,5,5,1,5.3363310805371125,1015.5789,1636
2,5,N,11,5,5,1,1.4761872316725544,212.92706,553
2,1,N,11,5,5,1,2.838068598989954,695.90027,880
1,1,N,11,5,5,1,0.6513959670745456,190.12645,228
1,3,N,11,5,5,1,18.314175768550985,1875.492,2305
1,1,N,11,5,5,1,2.334322559286546,739.22156,918
1,1,N,11,5,5,1,1.5843810464721533,440.06906,253
1,1,N,11,5,5,1,0.722009970180653,286.7111,224
2,2,N,11,5,5,1,2.049081276942504,685.69165,562
2,2,N,11,5,5,1,4.325371176683761,1190.5107,1366
1,2,N,11,5,5,1,1.5112668104213327,488.12952,523
2,6,N,11,5,5,1,0.997009601048761,2153.1858,129
2,5,N,11,5,5,1,1.818897640046965,501.38193,872
1,2,N,11,5,5,1,0.7777687646187725,371.70514,1847
2,1,N,11,5,5,1,12.954275122617211,2475.9731,1042
2,1,N,11,5,5,1,0.3294805438888432,-12.601643,149
2,1,N,11,5,5,1,0.8708397785328744,155.78949,326
2,1,N,11,5,5,1,1.479594928594796,308.80194,212
1,1,N,11,5,5,1,2.938145770687205,796.85297,704
2,1,N,11,5,5,1,0.8884266524884613,277.83475,213
1,1,N,11,5,5,1,5.727050143267552,1505.3701,1385
1,4,N,11,5,5,1,1.666429279208396,411.69144,820
2,1,N,11,5,5,1,1.2661657737161984,374.37122,307
1,1,N,11,5,5,1,0.92643624421262,242.57907,503
1,1,N,11,5,5,1,4.631667494520944,1111.4875,1632
1,1,N,11,5,5,1,1.6314344658735058,398.63046,505
2,1,N,11,5,5,1,6.233774161047542,1087.7542,1119
1,1,N,11,5,5,1,5.756994263764351,1505.3701,833
1,3,N,11,5,5,1,2.3974736160482344,764.38696,723
1,2,N,11,5,5,1,2.406621435057537,666.22595,703
2,1,N,11,5,5,1,3.414625428539704,1421.2527,946
1,1,N,11,5,5,1,3.9321538784740406,1176.0615,853
1,1,N,11,5,5,1,1.8951118260036743,573.42377,621
2,1,N,11,5,5,1,0.8951376173365367,210.62743,203
2,1,N,11,5,5,1,3.419251181237296,1421.2527,489
2,2,N,11,5,5,1,9.791316660110606,1387.0428,1420
2,3,N,11,5,5,1,11.627871434320644,1585.117,1636
2,5,N,11,5,5,1,4.967726151101039,1423.796,1378
1,2,N,11,5,5,1,1.0634167113704371,383.50308,467
2,1,N,11,5,5,1,2.048223138466692,605.4911,643
2,3,N,11,5,5,1,4.43552833180824,1152.1971,999
2,1,N,11,5,5,1,2.2818788572568645,829.6773,570
1,1,N,11,5,5,1,3.946064668412314,1176.0615,1462
2,3,N,11,5,5,1,5.236128030266968,1302.9187,1481
1,1,N,11,5,5,1,0.8940850078301749,257.2501,256
1,1,N,11,5,5,1,6.390142537450081,1321.34,2093
1,1,N,11,5,5,1,1.8841149082136897,582.27856,221
1,1,N,11,5,5,1,1.369902469388797,419.39206,631
1,2,N,11,5,5,1,1.1812394185755657,554.43304,439
2,2,N,11,5,5,1,2.769050606957996,580.90955,1021
1,1,N,11,5,5,1,3.768585820961187,1052.8354,1350
1,1,N,11,5,5,1,2.7354585155257984,772.9805,939
1,1,N,11,5,5,1,1.1601257538647285,390.14572,268
1,1,N,11,5,5,1,0.7564987804188875,246.50557,123
1,1,N,11,5,5,1,1.9168875901919769,652.02655,497
2,1,N,11,5,5,1,1.8177020734341012,750.0039,329
1,1,N,11,5,5,1,1.935334195648989,636.6066,451
2,1,N,11,5,5,1,4.816994092264464,925.97736,125
2,1,N,12,5,5,1,1.4279474727892931,473.8687,662
2,5,N,12,5,5,1,2.507221930858928,778.1539,1521
1,1,N,12,5,5,1,0.7581315362997508,252.85448,203
2,1,N,12,5,5,1,9.443432956412742,1425.9343,730
2,1,N,12,5,5,1,0.7787684902888545,142.08217,485
2,5,N,12,5,5,1,0.9502014860538645,275.43033,252
2,1,N,12,5,5,1,2.825256984085487,735.89154,841
2,2,N,12,5,5,1,0.4594098567395365,-157.89565,584
2,2,N,12,5,5,1,4.829876817510247,1535.3171,1461
1,1,N,12,5,5,1,4.094774247457281,1066.5841,928
2,1,N,12,5,5,1,1.0732626948285058,288.9377,552
1,1,N,12,5,5,1,1.4048698938445,493.4807,697
2,1,N,12,5,5,1,5.540896340437458,1515.7068,666
2,4,N,12,5,5,1,0.578113523171491,969.0387,189
1,1,N,12,5,5,1,0.976780628284806,308.27924,157
2,1,N,12,5,5,1,2.391425307968409,641.4372,895
2,1,N,12,5,5,1,3.4089415669784326,1699.625,1027
2,1,N,12,5,5,1,0.5067944743843521,-30.717365,285
2,5,N,12,5,5,1,4.975112063440932,1625.0488,637
2,1,N,12,5,5,1,2.131044483203105,928.9725,641
1,3,N,12,5,5,1,4.916417593042482,1457.4019,1165
2,1,N,12,5,5,1,1.7266147607952946,566.5889,399
2,6,N,12,5,5,1,3.9175315413210767,1050.4622,632
1,1,N,12,5,5,1,6.970118665701953,1505.972,1191
2,2,N,12,5,5,1,0.5519431563009728,-70.60377,132
1,1,N,12,5,5,1,0.8720849661099065,329.14758,297
1,1,N,12,5,5,1,0.4882524549482245,218.9426,124
1,3,N,12,5,5,1,2.70264047709991,896.71295,1659
2,1,N,12,5,5,1,2.0054638738004216,1874.2662,626
1,1,N,12,5,5,1,1.981419854484201,672.85376,466
1,1,N,12,5,5,1,0.934798901502958,295.56213,1663
2,1,N,12,5,5,1,2.5123064875557035,864.1714,569
2,1,N,12,5,5,1,1.3693536975180152,292.4036,229
1,1,N,12,5,5,1,2.546967336003053,790.77,1059
2,1,N,12,5,5,1,6.109024647852713,1346.225,778
2,1,N,12,5,5,1,2.4488833145652085,969.582,791
2,1,N,12,5,5,1,4.931628860957142,1261.1277,1319
1,1,N,12,5,5,1,2.561994580684659,823.1373,1486
1,1,N,12,5,5,1,3.181461048722705,1009.79376,363
1,1,N,12,5,5,1,0.4741728092782412,211.38574,304
2,1,N,12,5,5,1,16.61832921174129,2003.8918,2760
2,1,N,12,5,5,1,3.183040078702305,1339.22,980
2,1,N,12,5,5,1,1.8274337470115227,794.94696,393
1,1,N,12,5,5,1,1.4003377732531468,493.4807,372
1,1,N,12,5,5,1,2.5749477840763504,807.3312,547
1,1,N,12,5,5,1,1.328691616502892,454.65085,518
1,1,N,12,5,5,1,0.6632270390465745,474.1044,114
2,5,N,12,5,5,1,0.9694880486804692,381.79855,206
1,1,N,12,5,5,1,1.9247954695571248,795.42053,404
2,1,N,12,5,5,1,2.306870281868344,1191.1068,413
1,2,N,12,5,5,1,5.27980295101971,1305.1141,1133
2,4,N,12,5,5,1,6.306177784837013,1159.1573,739
2,1,N,12,5,5,1,0.8546752542322678,836.08795,235
2,1,N,12,5,5,1,1.1091101875461278,419.09818,184
1,1,N,12,5,5,1,1.07247255641419,388.02344,236
1,4,N,12,5,5,1,2.619669162705149,990.4724,1089
2,1,N,12,5,5,1,2.024205026050338,1491.9653,639
1,2,N,12,5,5,1,4.533952244897117,1034.746,1174
1,1,N,12,5,5,1,0.5921621843797489,283.0229,160
1,1,N,12,5,5,1,1.387465868363142,470.23376,397
2,1,N,12,5,5,1,0.7477306473145189,317.1638,183
2,1,N,12,5,5,1,2.875257787437368,621.8616,1413
2,1,N,12,5,5,1,1.4315952458391867,473.8687,349
1,1,N,12,5,5,1,0.3687297099525902,200.57861,234
1,1,N,12,5,5,1,4.009972694507179,1069.6353,934
1,1,N,12,5,5,1,0.9646811176876448,308.12946,505
1,3,N,12,5,5,1,2.105554664388172,829.24304,885
2,2,N,12,5,5,1,2.236837698139474,1009.33325,351
1,3,N,12,5,5,1,1.7160336628252388,577.07367,241
1,1,N,12,5,5,1,3.206899782774229,979.43005,1251
1,1,N,12,5,5,1,0.9950346281452208,343.94424,490
2,1,N,12,5,5,1,20.74478963745219,2593.6294,2257
2,6,N,12,5,5,1,5.635089882104365,870.5875,879
1,2,N,12,5,5,1,2.198476172614182,672.08826,1045
1,1,N,12,5,5,1,3.576368952412263,1076.9075,633
2,3,N,12,5,5,1,1.9272472168887893,528.0975,308
1,1,N,12,5,5,1,0.9434132344048934,318.33694,394
1,1,N,12,5,5,1,2.1935923705920506,660.5703,794
2,1,N,12,5,5,1,4.722945720935201,965.9865,1685
2,2,N,12,5,5,1,0.2818951541821379,-101.55329,91
2,2,N,12,5,5,1,2.8020519902105354,1002.69977,682
2,1,N,12,5,5,1,0.8504350418624944,836.08795,209
1,4,N,12,5,5,1,0.0007700475421157,375.45975,28
1,1,N,12,5,5,1,1.655168723642226,516.4569,501
1,1,N,12,5,5,1,2.07750704880349,737.5909,719
2,2,N,12,5,5,1,1.957558280580608,407.10736,487
2,3,N,12,5,5,1,1.1419253707186174,294.6748,278
1,4,N,12,5,5,1,1.55066776782693,746.3889,354
2,4,N,12,5,5,1,7.345342780016009,326.92093,1432
2,1,N,12,5,5,1,0.602209111116339,344.50916,173
1,2,N,12,5,5,1,2.1492195282809106,641.1549,742
2,1,N,12,5,5,1,5.572224529372765,1515.7068,1354
1,1,N,12,5,5,1,2.4230044345717543,692.30237,522
2,5,N,12,5,5,1,1.3810191900022,989.0055,301
1,1,N,12,5,5,1,3.3164215972205904,1095.1521,928
2,1,N,12,5,5,1,2.935280643625394,847.76215,817
1,2,N,12,5,5,1,1.2377358815883197,494.7292,460
2,1,N,12,5,5,1,1.4072787325003953,611.3412,345
1,2,N,12,5,5,1,2.2443286689688566,601.3357,758
2,1,N,12,5,5,1,3.7077450034562434,1067.0155,658
2,1,N,12,5,5,1,2.615867166320436,775.97565,996
1,1,N,12,5,5,1,5.910662370942461,1306.0848,674
1,1,N,12,5,5,1,3.69593314582726,1072.7935,897
2,6,N,12,5,5,1,1.4283685068518894,-32.060677,436
2,2,N,12,5,5,1,0.9162460319990698,94.093735,144
2,5,N,12,5,5,1,8.391405021822406,1339.6737,1745
1,2,N,12,5,5,1,13.07512021911019,2071.1487,2129
2,1,N,12,5,5,1,14.964167860207796,2685.818,2349
1,1,N,12,5,5,1,2.192475921228838,660.5703,553
1,1,N,12,5,5,1,2.0793684719163363,737.5909,685
2,1,N,12,5,5,1,1.1849191239482937,279.05493,404
1,1,N,12,5,5,1,1.1666537418648035,414.36542,336
1,1,N,12,5,5,1,1.101133128871555,461.59628,158
1,1,N,12,5,5,1,0.7470820058316887,309.82758,183
2,5,N,12,5,5,1,4.619884360582296,1499.1812,1052
2,6,N,12,5,5,1,1.2125470747534723,198.51135,193
1,2,N,12,5,5,1,6.675262884422602,1504.0931,1301
2,2,N,12,5,5,1,18.28750672729655,1433.6185,3597
2,2,N,12,5,5,1,1.018696764510116,54.152767,160
2,1,N,12,5,5,1,4.544544139413993,1572.4551,923
1,2,N,12,5,5,1,4.385299270366627,1142.9935,1291
1,1,N,12,5,5,1,1.267071056618268,488.08392,385
2,1,N,12,5,5,1,4.0430204628947966,1452.7656,646
1,1,N,12,5,5,1,2.3590920641557056,645.19806,409
1,1,N,12,5,5,1,0.900646715820628,311.43686,250
1,1,N,12,5,5,1,1.1421161615208746,386.15622,326
1,1,N,12,5,5,1,2.99395301763368,896.23444,318
1,1,N,12,5,5,1,1.100366959105873,461.59628,319
1,1,N,12,5,5,1,1.867630566931848,625.15924,650
1,2,N,12,5,5,1,2.041118693706336,691.4297,445
2,2,N,12,5,5,1,20.85372009686943,2136.3125,2227
2,2,N,12,5,5,1,2.74075850461955,566.1203,512
2,1,N,12,5,5,1,1.27270452991984,275.08972,391
1,1,N,12,5,5,1,1.6500475706924596,516.0022,229
2,1,N,12,5,5,1,10.152690095254044,2283.4321,1804
2,1,N,12,5,5,1,0.9361179862614584,173.66042,192
1,1,N,12,5,5,1,2.661924021653755,792.61346,894
1,1,N,12,5,5,1,6.775319329923488,1429.522,692
2,1,N,12,5,5,1,0.8839890792318231,260.92172,385
2,5,N,12,5,5,1,1.2123394350553476,427.09265,587
1,1,N,12,5,5,1,3.3124770717463803,1095.1521,882
1,1,N,12,5,5,1,1.2893587855190518,552.5807,714
1,2,N,12,5,5,1,1.2989770565668752,553.57947,479
2,1,N,12,5,5,1,1.4998532672102238,582.3732,635
1,1,N,12,5,5,1,4.701730878566278,1152.4854,1519
2,6,N,12,5,5,1,3.325372035493244,625.4675,642
2,1,N,12,5,5,1,3.657695814054894,1188.2474,830
1,2,N,12,5,5,1,2.669716964321336,821.77423,885
1,1,N,12,5,5,1,1.2958239862405097,526.9862,335
1,2,N,12,5,5,1,1.8745137083848613,576.7922,703
1,1,Y,12,5,5,1,0.7275936415069553,379.77502,323
2,1,N,12,5,5,1,2.143152104227152,711.3519,503
2,1,N,12,5,5,1,2.219156152152326,644.6664,615
2,1,N,12,5,5,1,0.9718524268482504,139.97935,322
2,1,N,12,5,5,1,2.076687401467786,653.70886,495
2,1,N,12,5,5,1,1.980046977259435,1234.792,197
2,1,N,12,5,5,1,0.7052197905169145,644.48834,193
1,1,N,12,5,5,1,0.7733723521351833,325.7475,408
1,1,N,12,5,5,1,16.649132975349797,2163.5874,1527
1,1,N,12,5,5,1,1.2558775486712177,482.52643,326
2,1,N,12,5,5,1,2.348194448360744,728.5901,624
2,2,N,12,5,5,1,6.107828709606296,1580.1267,760
1,1,N,12,5,5,1,2.75196499231277,868.80164,540
1,1,N,12,5,5,1,2.433216810900764,692.30237,376
1,2,N,12,5,5,1,0.6051662454090068,322.83746,197
2,1,N,12,5,5,1,1.3601238330736822,276.12442,117
2,5,N,12,5,5,1,9.351105023703065,1315.0599,1660
2,1,N,12,5,5,1,1.885221795269035,605.3678,384
1,1,N,12,5,5,1,23.098665197417954,3061.0286,3235
1,1,N,12,5,5,1,4.003123787003216,1069.6353,957
1,2,N,12,5,5,1,5.155288691159192,1290.2051,1123
2,1,N,12,5,5,1,2.418798687236762,528.85364,567
1,1,N,12,5,5,1,3.291855282344488,1009.42944,1090
1,2,N,12,5,5,1,0.504130653429748,274.9388,109
2,1,N,12,5,5,1,4.3915751881986544,1187.6886,1249
2,1,N,12,5,5,1,2.219287188860077,644.6664,750
2,1,N,12,5,5,1,2.934113368269584,847.76215,600
2,2,N,12,5,5,1,9.187066853282984,1133.0123,1287
2,1,N,12,5,5,1,2.451748484921326,969.582,401
1,1,N,12,5,5,1,1.7110379306215555,529.9142,294
1,1,N,12,5,5,1,2.1438117511215484,638.3931,234
1,3,N,12,5,5,1,2.486760324249229,863.39386,882
1,1,N,12,5,5,1,2.8323395926923025,807.1729,949
2,1,N,12,5,5,1,2.864604119258734,584.662,1133
1,1,N,12,5,5,1,0.0,148.82983,5
1,1,N,12,5,5,1,2.0851591660067235,851.51654,527
1,1,N,12,5,5,1,0.9207931840455772,297.367,128
2,1,N,12,5,5,1,6.932611924120203,1452.3025,1194
1,1,N,12,5,5,1,1.210183734112792,464.2118,492
2,1,N,12,5,5,1,4.072457148305405,1044.5358,922
2,1,N,12,5,5,1,5.141171063805415,1668.266,1620
1,1,N,12,5,5,1,3.5772369211521204,1076.9075,676
2,1,N,12,5,5,1,0.7484670209279303,317.1638,524
2,1,N,12,5,5,1,0.5820294504056417,191.9729,224
1,1,N,12,5,5,1,0.9785884729332928,308.27924,537
2,4,N,12,5,5,1,2.0335618303968173,484.42847,509
2,2,N,12,5,5,1,0.7492305551302114,75.892235,152
1,1,N,12,5,5,1,13.876392832890174,2249.1453,1335
2,1,N,12,5,5,1,0.844639694613834,836.08795,126
1,2,N,12,5,5,1,3.922060898486692,1173.0464,626
1,1,N,12,5,5,1,1.885571886355472,657.917,311
2,3,N,12,5,5,1,1.5638512655048522,24.881367,537
1,1,N,12,5,5,1,1.893803684659072,644.16644,283
2,1,N,12,5,5,1,2.723220177520776,987.8762,1361
1,3,N,12,5,5,1,2.609381079162992,950.0019,831
1,1,N,12,5,5,1,1.5483107316521805,572.803,705
1,3,N,12,5,5,1,0.9941443068666752,514.8311,283
2,1,N,12,5,5,1,1.501457681967145,582.3732,318
1,1,N,12,5,5,1,1.2117392558832556,464.2118,329
1,1,N,12,5,5,1,1.4762212559299424,496.49875,330
2,5,N,12,5,5,1,5.737657595072784,1740.1718,1643
2,6,N,12,5,5,1,1.3567315870793333,-36.47599,267
1,1,N,12,5,5,1,1.9645210706065117,615.14233,718
1,1,N,12,5,5,1,2.2966936097485364,749.1571,710
1,2,N,12,5,5,1,9.173243339425738,1716.3923,1132
2,1,N,12,5,5,1,3.8219914671244033,1079.5656,925
1,2,N,12,5,5,1,22.09816742293403,3190.9058,2587
2,1,N,12,5,5,1,0.9125412638581472,164.91212,273
1,1,N,12,5,5,1,1.922108119645232,715.3298,736
1,1,N,12,5,5,1,2.9932016681201885,896.23444,633
2,1,N,12,5,5,1,9.10850468982408,1293.4906,1071
1,1,N,12,5,5,1,0.8199649476026803,304.93045,214
2,3,N,12,5,5,1,7.389445197076242,1144.4176,1859
2,1,N,12,5,5,1,3.654374400132466,1188.2474,1456
2,2,N,12,5,5,1,3.0898276319384714,719.7867,1197
1,2,N,12,5,5,1,12.119396942984494,2029.43,1803
2,1,N,12,5,5,1,2.4623625086600445,636.46954,766
1,1,N,12,5,5,1,1.2546079950247813,482.52643,625
1,1,N,12,5,5,1,2.858593174123212,807.1089,493
2,6,N,12,5,5,1,5.107062507446599,1076.3688,1448
2,1,N,12,5,5,1,0.9256197381725736,173.66042,660
2,2,N,12,5,5,1,1.5839059621321006,901.58966,687
1,1,N,12,5,5,1,5.552564457996428,1367.3701,1114
1,1,N,12,5,5,1,2.485189760370591,740.5181,671
2,5,N,12,5,5,1,0.8649478086166916,447.3447,188
2,5,N,12,5,5,1,0.5956717311893656,177.77135,178
1,1,N,12,5,5,1,1.782484930415774,577.56146,296
1,1,N,12,5,5,1,1.598286036128639,550.3543,742
2,2,N,12,5,5,1,0.9260263094622492,197.14803,534
1,1,N,12,5,5,1,1.9028493092193317,644.16644,577
1,1,N,12,5,5,1,1.80965164552298,585.3333,684
2,1,N,12,5,5,1,1.3167079195819664,324.66162,383
1,1,N,12,5,5,1,2.6440089657848542,792.61346,586
1,1,N,12,5,5,1,1.550147029970211,572.803,261
1,1,N,12,5,5,1,0.6740561074924148,296.2726,305
2,5,N,12,5,5,1,1.3027843998331463,680.28424,266
2,1,N,12,5,5,1,2.672606744154905,731.30676,509
2,2,N,12,5,5,1,1.3367490968070888,183.25291,288
1,1,N,12,5,5,1,2.5025869556987748,740.5181,345
2,3,N,12,5,5,1,0.9434071654998228,29.888262,71
2,1,N,12,5,5,1,1.2057653714288925,363.62714,270
1,1,N,12,5,5,1,2.0843478205907435,851.51654,679
2,5,N,12,5,5,1,2.80491695035203,1263.6475,825
2,2,N,12,5,5,1,2.449542758582389,1024.5457,724
2,6,N,12,5,5,1,1.6145845174697024,1311.4902,566
2,5,N,12,5,5,1,1.9604076770168304,705.93243,471
1,1,N,12,5,5,1,2.3231517249471407,791.3569,1340
2,2,N,12,5,5,1,2.5146899106814864,480.57074,479
1,1,N,12,5,5,1,1.5168244503558936,516.48944,463
2,1,N,12,5,5,1,3.593006615355041,1063.593,412
1,2,N,12,5,5,1,19.4562890999715,2846.6116,1891
1,1,N,12,5,5,1,0.6503250281370906,228.2954,299
2,1,N,12,5,5,1,1.6844902238655195,480.94418,594
1,1,N,12,5,5,1,2.442040341621797,784.4067,714
2,1,N,12,5,5,1,10.812261693976142,2410.7058,1203
2,1,N,12,5,5,1,0.1362754868539182,826.57324,368
2,3,N,12,5,5,1,0.8907738724884141,145.1584,334
2,5,N,12,5,5,1,2.414733854179895,677.37836,441
1,3,N,12,5,5,1,1.5787819280276247,878.13995,384
2,6,N,12,5,5,1,1.8283109358313296,186.96877,524
2,1,N,12,5,5,1,1.7939252685033835,954.38904,449
2,1,N,12,5,5,1,0.6969918267910482,486.12006,233
2,5,N,12,5,5,1,8.759562820675361,2741.1174,1987
2,6,N,12,5,5,1,4.363380492795761,653.964,511
2,1,N,12,5,5,1,0.4256160046349848,51.406918,114
2,1,N,12,5,5,1,0.8726427614096408,133.086,468
1,2,N,12,5,5,1,1.5793830378088318,795.8849,1129
2,4,N,12,5,5,1,1.6211092397711018,440.14703,495
1,1,N,12,5,5,1,1.041536103050257,324.2918,345
2,1,N,12,5,5,1,2.1009960175266182,647.0296,640
2,1,N,12,5,5,1,1.0268874126564835,104.48131,117
2,2,N,12,5,5,1,1.0631621557362825,256.45255,352
1,1,N,12,5,5,1,2.6214542912913275,767.9806,1121
2,1,N,12,5,5,1,3.80759792709736,1079.5656,1173
2,1,N,12,5,5,1,0.95605199874938,222.62953,320
1,1,N,12,5,5,1,1.2787942525415927,493.5093,303
2,2,N,12,5,5,1,2.1117215171170383,576.8679,353
2,2,N,12,5,5,1,1.408906434177836,425.2048,344
1,1,N,12,5,5,1,1.4390339719109069,482.1937,894
1,1,N,12,5,5,1,1.4862827332804562,522.46826,1212
2,1,N,12,5,5,1,0.3519309666131346,-52.73082,162
2,1,N,12,5,5,1,4.094252159997776,1044.5358,720
1,1,N,12,5,5,1,1.445607609895133,482.1937,711
2,5,N,12,5,5,1,2.5799921960790946,727.75806,261
1,3,N,12,5,5,1,3.7570667613642703,1253.438,764
1,2,N,12,5,5,1,1.6336385404287896,599.91534,679
2,1,N,12,5,5,1,2.584846263637242,768.8625,714
1,1,N,12,5,5,1,8.15794454371139,1529.1832,1368
1,1,N,12,5,5,1,0.5529261936245681,250.87878,95
2,2,N,12,5,5,1,1.0681976090284315,256.45255,283
2,1,N,12,5,5,1,4.227768930801857,1292.337,922
2,1,N,12,5,5,1,1.7191298179491952,487.6096,630
1,1,N,12,5,5,1,1.040258918215516,324.2918,955
2,5,N,12,5,5,1,0.997746027834213,191.03168,366
2,1,N,12,5,5,1,1.3108896456339223,324.66162,451
1,1,N,12,5,5,1,0.9000988732544014,311.43686,898
1,1,N,12,5,5,1,1.7450036202939954,613.7738,401
1,1,N,12,5,5,1,2.195706838715833,660.5703,924
2,1,N,12,5,5,1,0.5977667425159146,191.9729,271
1,1,N,12,5,5,1,1.2706219661225555,488.08392,367
2,1,N,12,5,5,1,9.798036178805544,1961.7819,1050
1,1,N,12,5,5,1,2.135930659194424,638.3931,771
1,2,N,12,5,5,1,1.9002285122737923,607.1025,523
2,5,N,12,5,5,1,0.446202484019933,-165.77925,159
1,1,N,12,5,5,1,1.4757311474380923,496.49875,366
2,1,N,12,5,5,1,4.361628715495654,1187.6886,857
2,4,N,12,5,5,1,1.5572424157818852,111.56359,371
1,1,N,12,5,5,1,1.53154624317831,507.63605,319
1,1,N,12,5,5,1,1.688573820324771,566.3208,522
1,1,N,12,5,5,1,18.792138013857187,2505.777,1983
1,1,N,12,5,5,1,1.6957263499000936,552.7366,298
2,1,N,12,5,5,1,14.934118866802944,2685.818,2419
1,1,N,12,5,5,1,1.0987702886323436,461.59628,306
1,1,N,12,5,5,1,1.401317648256429,493.4807,841
2,3,N,12,5,5,1,1.0238574630978272,231.24947,156
1,1,N,12,5,5,1,1.865118051256634,625.15924,699
1,1,N,12,5,5,1,1.1943953604353152,416.95438,410
2,2,N,12,5,5,1,3.187929771485201,1135.6752,798
1,1,N,12,5,5,1,0.9944257442364136,343.94424,176
2,3,N,12,5,5,1,19.38230047501101,1344.8702,3213
1,2,N,12,5,5,1,1.5428037968310373,509.755,394
1,3,N,12,5,5,1,0.9705769848509564,482.6383,723
1,2,N,12,5,5,1,1.6856176081644878,534.8238,776
2,2,N,12,5,5,1,1.0638096337648142,256.45255,222
1,4,N,12,5,5,1,8.706250927735557,2152.7205,929
2,1,N,12,5,5,1,1.7283474031757626,566.5889,603
2,1,N,13,5,5,1,5.4133098193701725,1581.9738,788
2,1,N,13,5,5,1,20.638444237428946,2855.1597,3017
1,1,N,13,5,5,1,2.162481974757395,652.11847,404
1,1,N,13,5,5,1,0.6925726917193474,190.82616,183
2,1,N,13,5,5,1,4.954898364488299,1951.7001,1361
2,1,N,13,5,5,1,0.984659881620021,206.60057,180
1,1,N,13,5,5,1,2.0876021610748827,847.83984,734
2,2,N,13,5,5,1,3.5552652284234685,1108.548,816
2,6,N,13,5,5,1,1.2839742705715889,82.359634,349
1,1,N,13,5,5,1,2.208437347841947,700.9785,548
1,1,N,13,5,5,1,2.207541876861965,700.9785,1103
2,1,N,13,5,5,1,1.9063160897282672,697.0869,282
1,1,N,13,5,5,1,22.06292661429605,3352.6519,2590
1,1,N,13,5,5,1,4.398109722184163,1309.2748,1857
2,1,N,13,5,5,1,0.0,1474.633,170
1,4,N,13,5,5,1,2.160048615026767,1060.3949,403
1,1,N,13,5,5,1,0.7776192251064773,339.9556,150
2,6,N,13,5,5,1,0.705812042821352,-296.28098,267
1,1,N,13,5,5,1,1.4052130588638585,555.16296,290
2,1,N,13,5,5,1,2.431622183311197,731.5696,1068
1,2,N,13,5,5,1,6.817867896256677,1502.164,2571
