vendor_id,passenger_count,store_and_fwd_flag,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,distance_km
2,1,N,19,1,1,0,4.003691303212116
2,6,N,8,5,4,1,1.4257710415586298
2,5,N,7,0,5,0,1.821614143708805
1,2,N,8,6,3,1,1.520035670605712
2,2,N,9,4,5,0,7.119894197376141
2,2,N,19,3,3,0,2.554506672026568
2,1,N,8,3,2,0,1.7399792602815167
2,1,N,7,1,4,0,1.610632360930889
2,1,N,17,5,2,1,1.3134776378152404
2,2,N,16,1,5,0,1.9090863924408907
2,1,N,8,4,3,0,2.591785115623364
1,1,N,20,3,2,0,1.2814736454295872
1,1,N,6,1,5,0,9.94663662139579
2,2,N,8,3,2,0,0.5652598388081567
1,1,N,7,5,1,1,6.4527555959435725
2,1,N,9,4,4,0,2.9500210698560787
2,2,N,9,0,3,0,2.184284465891978
2,1,N,18,4,5,0,1.2333631250842392
2,1,N,18,3,5,0,3.9260117002425168
1,1,N,3,6,4,1,4.782415456862008
2,4,N,18,4,1,0,7.0976376943469095
1,1,N,18,6,5,1,6.497020472032031
2,1,N,8,4,2,0,12.98392627137438
1,1,N,17,0,3,0,7.302407785344713
1,2,N,19,3,5,0,15.9615485938666
2,1,N,7,1,1,0,5.445475581880759
2,2,N,19,2,1,0,2.514488208590781
1,2,N,8,2,5,0,1.880170207212167
1,1,N,13,4,4,0,0.7653787299889544
1,4,N,17,1,5,0,3.4492216573608063
1,1,N,19,1,3,0,8.815978592157954
2,3,N,19,6,4,1,8.813100312527014
2,1,N,19,4,2,0,14.063926921287376
2,1,N,19,2,3,0,2.6392523698583843
2,1,N,19,5,4,1,1.4730059574663552
1,1,N,19,1,1,0,2.8494389983628867
1,1,N,7,4,3,0,5.617001867720697
1,1,N,19,3,4,0,1.6234917795073447
2,1,N,9,4,1,0,4.851137934231158
1,1,N,18,3,3,0,2.796045525557382
2,5,N,18,1,3,0,0.9537045240280566
1,1,N,14,2,4,0,3.877193849286612
1,1,N,19,1,1,0,1.6852271227760431
1,2,N,9,1,5,0,6.862269717465556
1,1,N,19,3,3,0,3.648443298865317
2,1,N,17,6,3,1,1.475341251912072
1,1,N,12,1,2,0,0.7908658955208134
1,1,N,14,1,5,0,2.541614980603997
1,1,N,18,2,2,0,4.347926965975014
2,1,N,7,3,3,0,7.114812094291104
2,1,N,15,5,5,1,1.0391682637669586
2,1,N,17,4,5,0,2.018620249601036
2,1,N,18,0,5,0,3.523444695355375
1,1,N,8,2,4,0,2.480082977173232
1,1,N,17,6,3,1,1.9270666676935024
1,1,N,17,5,2,1,2.0748546682274496
1,1,N,8,3,4,0,2.371847713551358
1,1,N,14,5,3,1,4.210031882312655
2,1,N,12,6,5,1,14.24509193829974
2,1,N,9,0,3,0,1.8206229137600216
2,1,N,19,0,3,0,3.473193287398165
2,1,N,17,6,5,1,0.6214017168849125
1,1,N,18,6,5,1,1.0805490149600911
2,1,N,19,0,4,0,1.6791793825489856
2,2,N,7,6,2,1,3.670011208621121
1,1,N,18,1,5,0,1.302874626050451
2,2,N,8,1,3,0,1.221084515031542
2,5,N,17,3,3,0,4.348878473126827
1,1,N,19,0,4,0,5.8161095259321645
2,1,N,9,1,3,0,2.698416465313912
2,1,N,20,4,1,0,2.87048297034356
2,2,N,22,4,4,0,0.6779135503824136
2,1,N,21,1,3,0,2.351808828679935
2,5,N,15,2,4,0,21.64935148239546
2,1,N,17,5,2,1,6.764672014808815
2,1,N,23,3,4,0,1.462104691817377
2,1,N,6,0,3,0,0.3924202865750331
1,1,N,14,2,1,0,2.709555465770873
1,1,N,0,4,2,0,1.1560933926621777
2,1,N,14,6,2,1,3.895098080678819
1,4,N,12,6,5,1,1.0520357337331654
1,1,N,7,4,1,0,2.1981346238182966
2,1,N,18,4,1,0,2.3098437049277
1,1,N,11,5,1,1,1.6465171328028736
1,1,N,20,5,5,1,2.302165096456956
1,1,N,18,6,1,1,1.672303981163904
1,1,N,7,4,1,0,1.9747787002611672
1,1,N,19,3,3,0,8.648817071044185
2,1,N,18,5,3,1,2.641396467384976
1,1,N,9,4,4,0,1.0431064572618292
1,1,N,19,1,2,0,16.746772316988388
1,1,N,19,1,4,0,1.6293657405623798
2,1,N,9,1,3,0,7.093594138664601
1,4,N,9,6,4,1,0.7929976447860673
1,3,N,8,4,4,0,13.853033004279578
1,1,N,15,6,3,1,0.4174709995520257
1,1,N,7,1,2,0,0.530933519136417
2,1,N,9,3,4,0,2.5073733469229658
2,1,N,17,0,3,0,7.4185917025599135
1,1,N,13,0,4,0,0.5827411945886498
2,2,N,7,1,3,0,1.818949486567189
1,4,N,0,5,5,1,5.860473012174495
1,1,N,22,5,5,1,2.6692303335252925
1,1,N,2,6,1,1,1.6472503914200618
2,1,N,2,5,4,1,2.094189778316137
2,2,N,19,5,4,1,1.1902246805997676
2,2,N,19,6,5,1,3.1623514732297475
2,2,N,18,1,2,0,6.625000165218002
1,1,N,8,0,5,0,1.804534638379436
2,2,N,17,4,1,0,2.448329287731243
2,2,N,19,6,5,1,1.702965640487265
1,4,N,9,6,4,1,5.0505788146005095
2,6,N,8,5,4,1,0.0936779273613093
2,1,N,7,2,3,0,5.114124054882753
1,1,N,17,3,4,0,5.7060008978826
2,1,N,19,6,1,1,1.0788313099783118
2,2,N,0,6,5,1,4.062249865254351
2,1,N,18,0,3,0,2.417021690247788
1,1,N,19,1,3,0,1.9282275966929256
1,1,N,7,6,2,1,1.5847000701466505
2,2,N,18,4,4,0,0.4013107426695366
2,5,N,8,2,4,0,3.14755549801591
1,2,N,7,2,4,0,9.875983816392768
1,1,N,19,2,4,0,4.159626962683029
1,3,N,9,6,1,1,5.926595693183494
2,1,N,19,5,4,1,3.234434456021276
1,1,N,7,6,3,1,7.019145454405831
1,1,N,19,4,3,0,7.9940992190048705
2,1,N,20,2,1,0,4.945212644612331
2,5,N,19,2,5,0,5.590239326193146
1,1,N,18,1,4,0,2.03642544453402
2,3,N,18,1,3,0,1.2356359645704194
1,1,N,18,5,2,1,1.9999318987792385
1,1,N,19,0,3,0,1.5995398422303575
1,1,N,17,2,3,0,27.593375940176387
1,1,N,18,5,5,1,2.206699599569443
1,1,N,9,1,2,0,1.7579229807472885
2,2,N,13,5,1,1,1.2839510092309685
2,1,N,19,0,5,0,1.2040828750960624
1,2,N,0,6,2,1,3.5896838048614983
2,1,N,9,1,5,0,4.211109387056516
2,1,N,8,5,4,1,3.0015212467734784
1,2,N,8,3,5,0,3.123274744424976
2,3,N,22,3,5,0,5.015980658151533
1,1,N,7,0,2,0,1.316407426382971
2,1,N,17,5,1,1,0.5469474979294862
2,1,N,17,5,3,1,1.5561366773863652
2,1,N,8,4,4,0,1.840350157525621
1,1,N,15,2,1,0,0.4893673893242644
2,1,N,12,5,3,1,6.125524397177944
2,5,N,18,4,1,0,5.914060893662048
1,1,N,18,4,4,0,4.383069192637069
1,1,N,7,3,3,0,1.2554179559605614
1,1,N,15,6,3,1,9.23978296270305
2,5,N,22,1,1,0,4.478794435677482
2,1,N,15,6,5,1,1.57849597970133
1,1,N,16,5,1,1,0.9530083127002956
2,1,N,19,4,4,0,1.7475219435513958
1,3,N,13,1,5,0,2.579563102333048
2,1,N,9,1,5,0,5.173876334943566
1,1,N,22,1,4,0,0.738356485265125
2,1,N,20,3,3,0,5.972347829619686
2,1,N,17,2,2,0,7.623004695574105
1,1,N,7,2,4,0,11.274562228733808
1,2,N,19,2,2,0,2.6889180960846693
1,1,N,17,1,1,0,1.064116970917417
2,1,N,19,0,2,0,2.752605021326548
1,1,N,8,0,2,0,4.929594727635138
1,1,N,7,4,3,0,3.6742970305798126
1,1,N,9,2,1,0,1.3167996389401868
1,1,N,9,1,1,0,8.907674020227503
2,1,N,18,2,2,0,0.8355060907216157
1,2,N,8,6,1,1,3.922177975612764
2,1,N,7,2,1,0,12.800233140843774
2,1,N,9,6,2,1,1.9973487618333337
2,1,N,19,5,1,1,1.250214626198899
2,5,N,10,3,1,0,21.36040517466096
1,1,N,19,2,2,0,5.948336576826344
2,3,N,19,1,5,0,5.609170623055432
1,1,N,8,5,5,1,1.6306306688491934
2,5,N,18,3,2,0,3.118798229589353
1,1,N,8,4,4,0,1.3605059758017153
1,2,N,8,4,1,0,1.2566078625592298
2,1,N,9,4,2,0,1.0235696255818625
2,1,N,17,5,2,1,2.086890070397704
2,1,N,8,5,5,1,6.555944277079974
2,1,N,19,2,3,0,1.6512768238136035
1,3,N,14,1,3,0,21.643080676639904
2,6,N,14,0,5,0,0.5423777242338095
1,2,N,18,6,3,1,1.8698132299119448
2,1,N,7,4,4,0,1.962343367027176
2,1,N,18,6,1,1,13.454139637438493
1,1,N,8,4,3,0,1.367529313966361
2,5,N,22,4,4,0,2.676251318784877
2,5,N,8,2,3,0,2.935242234795538
2,1,N,7,4,1,0,2.047656024352116
1,1,N,18,4,5,0,0.8129376782891041
2,1,N,18,2,3,0,1.2496406572527456
1,1,N,19,2,2,0,15.675220604051246
1,1,N,9,5,3,1,1.045002439023038
2,1,N,14,6,2,1,1.0848122631458357
2,1,N,9,5,2,1,2.040141104991709
2,1,N,18,0,1,0,3.4522961912041006
2,1,N,18,6,3,1,4.082395971746913
2,1,N,8,2,2,0,3.3054958548358937
2,1,N,4,1,3,0,9.5665334487231
2,1,N,5,4,4,0,13.853523408845106
2,1,N,17,4,1,0,0.5354369265438438
1,1,N,21,4,4,0,2.1126573125413155
2,1,N,9,1,5,0,36.04885995335289
2,1,N,18,3,3,0,1.489880785537249
2,2,N,12,6,3,1,1.3197877080078997
1,1,N,4,3,2,0,4.692872192952993
2,5,N,18,2,5,0,2.0888776182784703
1,2,N,18,5,3,1,3.199559835655468
2,1,N,19,4,2,0,2.417729914126293
2,1,N,17,3,1,0,6.574841299519206
1,1,N,9,6,2,1,8.202850310043305
2,1,N,22,1,5,0,2.224881138398694
2,1,N,8,5,3,1,8.385250114017087
2,1,N,8,4,3,0,0.9489616249198302
2,1,N,9,6,5,1,7.667096709810482
1,1,N,9,3,4,0,3.1045298807438733
2,3,N,9,4,5,0,0.976193731535597
1,1,N,19,6,3,1,1.5305354208689486
2,1,N,10,0,4,0,0.9059768504222252
1,1,N,8,4,4,0,2.344014853183719
2,6,N,18,2,4,0,7.872547518519347
2,1,N,18,6,1,1,2.4036400537419373
1,1,N,6,2,1,0,3.031082015081774
2,3,N,8,1,3,0,0.7365100575352365
2,1,N,17,0,4,0,4.743565702930727
2,1,N,18,2,2,0,2.283586690521113
1,2,N,17,3,5,0,12.0262925433243
2,1,N,17,1,1,0,5.2694844139528
2,5,N,8,0,5,0,7.773791517264084
2,1,N,8,4,5,0,3.041884038835772
2,1,N,8,2,3,0,2.3562765989641616
2,1,N,8,1,4,0,2.589505888302462
1,2,N,17,0,4,0,2.2529787054857286
2,1,N,17,0,1,0,3.006214100465562
1,1,N,12,1,2,0,1.23328672686609
2,1,N,9,5,5,1,5.844808179414907
1,1,N,13,6,2,1,0.7985685534092055
1,2,N,19,4,2,0,2.9358921724856
2,2,N,8,1,5,0,3.4682186265899206
2,4,N,8,4,1,0,2.654424525633317
1,1,N,18,0,4,0,5.606523562468884
1,1,N,17,4,2,0,1.7359047486235033
1,2,N,22,1,1,0,3.761411160120498
2,3,N,21,0,2,0,1.1491886536117422
1,1,N,12,5,4,1,0.8594196079120546
1,1,N,17,3,1,0,1.67948246067842
2,6,N,1,3,2,0,18.66348294371052
2,6,N,9,2,2,0,0.3230611941905215
1,1,N,17,1,4,0,9.898655075423514
2,1,N,19,3,3,0,1.5743972114013975
1,3,N,19,5,4,1,1.4347515043733357
1,1,N,10,0,3,0,2.006671617995168
2,1,N,18,5,4,1,1.051124178918265
2,1,N,20,2,4,0,1.7905181008133058
1,1,N,7,4,1,0,25.634048413013247
2,1,N,7,2,2,0,1.038310570041917
2,1,N,18,0,1,0,1.095472198222004
2,5,N,15,0,4,0,1.2533466579330763
1,1,N,8,3,2,0,0.5633225821848074
2,6,N,7,3,2,0,8.427780146976005
2,6,N,18,5,5,1,2.241941908679507
1,1,N,18,4,5,0,1.751423745546481
1,1,N,18,5,3,1,6.551980541128128
2,1,N,8,3,1,0,2.8361472354232515
1,1,N,17,1,4,0,1.1536263718299318
1,1,N,4,4,4,0,1.9657178844666447
2,1,N,19,6,4,1,14.954889763911543
1,1,N,8,2,5,0,4.57593616853808
2,4,N,9,4,2,0,1.484328386958447
2,2,N,19,3,4,0,0.667661048054308
1,1,N,9,4,4,0,8.877150323320475
2,1,N,7,6,3,1,2.0802431716882124
1,3,N,19,5,4,1,1.998172839342354
2,1,N,9,1,2,0,4.307515596035074
2,1,N,9,2,5,0,2.650713219634848
2,1,N,17,3,2,0,2.30203283710609
2,1,N,20,2,5,0,2.789252926213796
2,5,N,18,1,5,0,6.746908266537881
2,1,N,19,4,4,0,2.750616493168156
1,1,N,19,5,4,1,17.272663491894484
2,1,N,9,0,4,0,5.739708390889984
1,1,N,19,0,1,0,1.930167875464064
2,1,N,14,0,3,0,2.3363228052963847
1,2,N,0,3,3,0,8.409912224791286
2,5,N,0,3,3,0,4.9435821516657255
1,1,N,10,2,5,0,1.1509452915000022
1,1,N,8,5,4,1,21.584322907184795
1,2,N,18,2,1,0,1.297455430746628
1,2,N,18,0,3,0,1.43100712310079
2,2,N,7,0,5,0,2.737218643642513
2,3,N,9,2,4,0,2.8078327259764326
1,2,N,19,2,2,0,2.953281982824626
2,3,N,7,0,5,0,1.7951012828979491
2,1,N,13,0,5,0,2.745735744124337
2,3,N,8,4,2,0,1.4622155828662904
1,2,N,16,1,4,0,1.7346402000604852
1,1,N,0,3,3,0,6.003681584497909
1,1,N,7,0,5,0,13.416658708183707
2,1,N,12,6,2,1,6.191372954814881
2,1,N,0,4,5,0,2.918550594368107
1,1,N,19,4,1,0,0.4763475705585329
2,4,N,19,2,5,0,27.668144398043815
1,4,N,7,4,5,0,0.4617083168030052
2,1,N,9,6,3,1,7.068795406680138
2,1,N,18,2,1,0,0.8688036793070484
2,3,N,19,0,4,0,28.30627506719604
1,1,N,18,2,2,0,3.466687297219164
2,5,N,23,1,1,0,0.6403509278523543
2,1,N,12,2,3,0,5.504659832958226
2,4,N,17,5,4,1,1.4643376389884408
2,1,N,16,4,3,0,5.399554423546685
1,3,N,19,4,1,0,2.935488707804853
1,2,N,17,1,5,0,0.7474333608824403
2,6,N,19,2,3,0,2.0842769662554645
2,5,N,17,6,3,1,1.803215295644983
2,1,N,23,3,2,0,4.932070286047253
2,1,N,19,1,4,0,2.7310499162434465
2,1,N,9,2,1,0,3.194813442698595
1,1,N,9,1,5,0,4.272953946715754
1,1,N,7,5,2,1,3.180380044759905
2,5,N,15,2,2,0,0.6339252130563464
1,1,N,13,1,1,0,6.294729665620894
2,1,N,15,0,4,0,1.9528558458449392
1,1,N,13,2,1,0,0.7656646208947157
1,1,N,9,5,2,1,1.7376215948717662
1,1,N,7,4,3,0,3.9827185386497046
1,1,N,18,1,4,0,1.0741802048804894
1,1,N,17,3,1,0,3.7019774376059
2,1,N,17,6,1,1,2.6037624452678534
2,1,N,9,1,4,0,0.1881897205960242
2,3,N,7,4,1,0,1.5397769256670817
1,1,N,18,3,4,0,0.798734904859405
2,1,N,15,5,3,1,4.8030714191588215
2,4,N,9,6,2,1,2.160034307611407
2,6,N,8,5,1,1,8.317958899419764
2,1,N,18,1,3,0,2.6214936869089134
2,2,N,1,0,1,0,1.7698803149716618
2,1,N,7,5,2,1,1.8743820289801223
1,1,N,17,3,4,0,12.789250088740465
2,1,N,17,1,1,0,3.1866162052436566
1,1,N,10,2,4,0,0.9571261722443796
2,6,N,19,2,3,0,4.843699706923352
1,1,N,7,0,3,0,1.4045442001240476
1,1,N,17,0,2,0,6.624164504821797
2,1,N,9,6,2,1,3.450836610728006
2,6,N,17,3,2,0,4.066993640742392
2,1,N,12,3,2,0,1.940384114024246
2,2,N,12,6,2,1,0.6234173134824802
2,2,N,19,3,5,0,4.146073908240043
2,1,N,8,6,1,1,1.7182515719206797
1,2,N,17,3,2,0,2.403658580088451
1,1,N,11,3,5,0,2.287170150551366
2,6,N,13,2,3,0,7.319808010421891
2,2,N,15,2,2,0,0.8089431969169166
2,2,N,1,6,4,1,2.66502806552889
1,1,N,21,6,1,1,4.527759702541838
2,6,N,8,1,4,0,14.974369830032684
2,5,N,19,6,4,1,2.280885047106176
2,1,N,19,2,1,0,6.2862477302343445
2,1,N,21,5,2,1,0.9252706793448428
2,1,N,8,0,1,0,3.500298516951806
2,1,N,9,3,1,0,6.753740352264769
2,1,N,18,3,3,0,1.850794129808736
1,1,N,17,2,2,0,0.7849726052774905
2,1,N,7,5,5,1,1.7667597842553668
2,1,N,7,6,4,1,6.453951786341012
2,1,N,19,1,5,0,2.0666694339368714
2,6,N,17,4,5,0,1.3014157172231893
1,2,N,7,5,3,1,5.029353067328391
1,1,N,15,0,2,0,0.9366279369971054
2,1,N,9,4,4,0,1.0255441808277452
1,1,N,9,5,2,1,4.055311348453571
2,1,N,22,2,1,0,2.9084390176303274
1,1,N,9,4,4,0,1.1072964646455008
2,1,N,7,5,2,1,17.395655775236655
2,3,N,17,5,1,1,2.5924089997998894
2,1,N,22,6,1,1,2.884786004973973
1,2,N,9,3,5,0,12.467059277264996
1,1,N,19,6,3,1,1.1838506249823988
1,1,N,7,2,3,0,2.2464414752357214
2,1,N,10,6,5,1,4.979271387624856
1,1,N,18,2,2,0,3.36885133056978
1,2,N,18,6,5,1,3.064854406990892
2,2,N,17,3,4,0,2.5222463751726854
1,2,N,21,4,4,0,1.3459151691959852
2,1,N,7,1,5,0,4.128658272673898
2,1,N,9,3,1,0,1.9659032923815425
2,3,N,19,1,2,0,4.430237117801563
2,1,N,13,0,2,0,5.4582276602584345
1,1,N,7,4,2,0,7.599496717536492
2,1,N,19,6,4,1,21.507651713954164
1,1,N,10,0,1,0,0.6035982922693927
1,2,N,23,0,2,0,11.87309085834534
2,1,N,18,2,1,0,14.769400543426878
2,1,N,17,6,3,1,2.227975338132096
2,1,N,14,6,4,1,3.5443392480317137
2,1,N,8,5,5,1,1.1722863836051851
1,1,N,19,0,1,0,1.3544826311173692
1,2,N,20,1,1,0,9.167250207048882
2,2,N,7,0,3,0,1.6366664489322174
1,2,N,18,0,2,0,6.362999270433708
1,1,N,8,0,5,0,2.1282806140943022
2,6,N,19,1,2,0,2.6148652095367204
2,2,N,19,3,1,0,0.5857048858396835
1,1,N,12,5,4,1,3.371018435044776
2,1,N,9,3,3,0,1.3173946590091676
2,1,N,18,3,5,0,1.6900639014207015
2,1,N,1,6,2,1,8.941979236410974
2,1,N,8,3,3,0,10.370636016510906
1,1,N,7,1,1,0,0.9315827397710528
2,5,N,12,0,2,0,0.6330137198966873
2,2,N,4,3,4,0,0.6338763150913974
2,3,N,9,1,5,0,1.8097599260363777
1,1,N,19,6,4,1,1.1559725114865211
2,1,N,5,5,4,1,1.5553931976415347
1,1,N,7,2,2,0,2.366133711074113
1,1,N,3,4,4,0,2.267946142529842
2,1,N,8,2,4,0,2.676875815784208
1,1,N,2,5,4,1,4.180265507204592
2,1,N,17,6,1,1,1.063660714343523
2,1,N,4,6,1,1,1.9698887476424976
1,2,N,8,4,3,0,1.260738409434985
1,1,N,2,5,1,1,8.66414780410114
2,1,N,8,4,2,0,2.208690576598322
1,1,N,8,1,3,0,4.606413168325277
1,1,N,10,3,3,0,5.481646791471743
1,1,N,9,5,3,1,4.34983224449063
2,1,N,7,4,5,0,4.176332578306282
1,1,N,19,5,4,1,4.391752972292664
1,1,N,17,3,1,0,1.1335433722179362
1,1,N,17,6,5,1,1.495896613422774
1,1,N,19,1,3,0,11.570015505107506
1,2,N,17,4,1,0,6.972619555195411
1,1,N,7,3,2,0,1.0778439080725544
2,5,N,20,3,2,0,3.981211174464216
2,5,N,18,5,5,1,2.858542601272443
2,5,N,8,6,3,1,2.49340846293444
2,6,N,21,4,2,0,0.9051374051571252
2,1,N,8,2,3,0,1.2640405020136791
1,4,N,20,2,3,0,0.8005467346474575
2,2,N,15,2,4,0,2.3737260723973392
1,1,N,16,1,1,0,3.117665663309245
1,1,N,9,2,3,0,5.012001892519867
2,1,N,2,6,3,1,8.038743505320719
2,1,N,18,6,3,1,2.4053583033442854
2,1,N,8,4,4,0,0.8727418891423775
1,1,N,7,2,1,0,1.3313925641351303
2,1,N,9,0,4,0,0.7040822443581639
1,1,N,10,6,2,1,0.8733765256622622
2,1,N,8,3,3,0,1.907504684084519
1,1,N,13,1,5,0,0.6509207513142293
1,1,N,9,2,1,0,14.20171853939972
1,1,Y,8,5,5,1,1.559468682886425
2,1,N,14,4,5,0,0.609596650658734
2,1,N,8,2,3,0,5.140212509260806
2,2,N,14,2,4,0,1.6005699084801008
1,1,N,0,2,3,0,5.48817907265601
1,1,N,9,1,5,0,0.9335710486976824
1,1,N,15,3,5,0,3.480417333953872
1,1,N,9,4,4,0,11.316749984411178
1,3,N,17,6,4,1,10.629678342099815
1,1,N,19,5,1,1,0.9947548940550844
1,1,N,7,4,1,0,1.120449418709106
2,3,N,9,3,5,0,1.2318003794253374
2,1,N,7,1,3,0,2.9492548056453707
2,1,N,21,4,1,0,2.6771475536468783
1,1,N,9,5,4,1,1.824993510176823
1,2,N,19,5,4,1,2.2811867298827275
1,1,N,8,1,5,0,27.805209640761205
1,1,N,19,0,4,0,2.5589112009678505
2,2,N,14,5,3,1,0.6811111373132279
2,1,N,16,2,1,0,0.5646232561661076
2,1,N,12,6,4,1,1.1672891207256784
1,1,N,18,1,5,0,1.3364963150436948
1,1,N,9,4,3,0,1.63897522113168
1,1,N,17,0,2,0,1.9319220763677645
2,4,N,19,0,2,0,5.3312799685577055
1,2,N,20,3,4,0,0.8956999034085505
2,5,N,23,0,1,0,9.331993016279798
1,1,N,18,6,5,1,2.1974683638296804
1,3,N,9,5,4,1,2.7916061592309216
2,1,N,9,1,2,0,3.590760082590712
2,2,N,8,3,4,0,2.889614905300084
1,2,N,1,5,3,1,3.065176760965285
2,3,N,11,5,4,1,2.201902974480465
2,1,N,18,4,5,0,3.381396875210315
1,1,N,8,2,4,0,1.1227715678140129
2,3,N,9,0,5,0,2.6083053045740106
2,1,N,17,5,4,1,3.648914138896625
1,1,N,17,2,1,0,1.4492534309921832
2,6,N,9,1,4,0,3.1988509469015685
1,1,N,10,3,1,0,9.281686211135131
1,2,N,17,4,3,0,30.34807748533977
1,2,N,13,4,3,0,1.939090179454304
2,1,N,18,5,3,1,1.1830028253922489
2,1,N,10,6,1,1,3.169946434976794
1,1,N,11,0,1,0,16.233720321760455
2,1,N,7,1,5,0,2.70684853955544
1,1,N,9,2,1,0,0.5537520328718541
1,1,N,8,3,5,0,1.6577483324107112
2,1,N,17,6,1,1,0.0
2,1,N,19,6,1,1,27.37820291561664
1,1,N,9,6,4,1,0.0095697748307195
1,2,N,19,1,5,0,1.5874395338294405
1,1,N,14,4,3,0,1.3805781438901972
1,1,N,19,0,1,0,2.100360223151772
2,1,N,7,3,2,0,0.4633129182344823
2,1,N,7,0,2,0,3.167207222963105
2,1,N,8,3,2,0,3.58642260312642
2,1,N,12,2,3,0,1.562647039587972
1,1,N,11,6,2,1,0.6244773519609439
2,1,N,8,5,4,1,4.134780309095643
2,1,N,18,3,4,0,1.3539266726281334
2,1,N,12,5,3,1,1.1754612205411334
2,2,N,14,3,3,0,1.55091153674786
1,1,N,8,3,3,0,2.9433079016848382
2,1,N,19,2,3,0,2.161356318821488
1,1,N,9,2,2,0,2.793530058460418
1,1,N,19,0,5,0,1.2925679463980393
2,1,N,21,6,2,1,3.019936783690693
1,2,N,20,5,4,1,6.924936213648304
1,1,N,11,5,4,1,4.525740719353916
1,1,N,15,0,2,0,0.7793231417219092
2,6,N,19,4,4,0,1.367036712582542
1,1,N,18,3,5,0,2.962202548246465
2,2,N,19,5,3,1,2.172586299940288
2,2,N,18,6,5,1,0.6184986548610336
1,1,N,19,5,1,1,1.7342629319401557
2,1,N,7,4,1,0,4.423991449085157
2,1,N,9,4,5,0,3.510584074741255
2,1,N,9,3,3,0,1.112960026761496
2,1,N,18,4,2,0,0.6070794174421499
1,2,N,21,5,2,1,2.674810228404404
1,1,N,21,4,1,0,1.6769062005791495
2,1,N,19,3,5,0,2.773499968214337
2,5,N,17,2,5,0,2.2789066759854344
1,1,N,8,3,4,0,0.9471802287803084
2,1,N,19,5,4,1,7.195428885257908
1,1,N,8,0,1,0,3.301753954213763
2,2,N,12,3,2,0,2.184032655637925
2,1,N,9,6,4,1,1.7436433151607091
2,2,N,8,6,3,1,12.590741441930705
2,2,N,19,1,2,0,5.318387614495616
2,1,N,18,2,4,0,3.101925775905144
2,2,N,7,6,4,1,3.107531351782737
1,2,N,8,6,2,1,9.552772476908183
2,1,N,9,1,4,0,0.9759845758980972
2,1,N,19,2,1,0,5.880036666237354
2,2,N,8,0,5,0,3.1265554434098246
1,1,N,14,5,4,1,1.1783069696513473
1,1,N,9,6,3,1,3.174690505627129
2,5,N,17,4,3,0,7.802178756973943
1,1,N,18,2,2,0,2.824463766862561
1,1,N,19,2,2,0,1.6913494078249136
2,2,N,17,1,4,0,3.649819545156785
1,1,N,8,1,1,0,7.459767423602852
2,1,N,22,2,3,0,0.6251911129641163
1,1,N,11,2,4,0,5.420375559233541
1,1,N,17,4,3,0,2.433996202141545
2,1,N,18,6,1,1,0.808498036250271
2,2,N,8,6,2,1,6.745680787778288
2,2,N,8,2,1,0,13.928363052806247
1,1,N,17,6,1,1,1.8252139293213965
2,2,N,23,5,3,1,3.3955773323258764
2,1,N,19,6,4,1,2.677703450505891
1,1,N,17,1,1,0,2.9839343053720944
1,1,N,18,4,1,0,6.250605998959491
2,1,N,18,0,5,0,0.0
1,1,N,9,3,3,0,2.6639533085505054
1,1,N,18,1,4,0,1.6961596394904577
1,1,N,19,2,3,0,11.51249749761855
1,2,N,13,2,2,0,1.0549694843605857
1,1,N,9,4,4,0,1.556957426384819
1,1,N,19,2,4,0,4.104917848454696
1,1,N,9,4,3,0,6.461652707144606
1,1,N,8,5,1,1,0.6834599235061831
2,1,N,8,2,2,0,1.245143340739042
2,1,N,19,3,4,0,0.6237251981573136
2,1,N,13,0,2,0,1.2049332843143363
1,1,N,0,6,3,1,2.324765807057793
2,1,N,13,6,3,1,3.095650191933707
2,1,N,0,4,1,0,4.279011832246363
2,1,N,17,3,5,0,3.515945991315029
1,2,N,22,1,1,0,3.008067151438197
1,1,N,19,0,2,0,10.285569906796862
1,1,N,14,4,5,0,4.204168384903406
2,1,N,17,5,5,1,2.4823736518963297
2,2,N,2,4,1,0,0.5485769513545072
1,2,N,9,0,5,0,2.0359110260467044
2,1,N,7,3,1,0,2.630434542558368
2,1,N,7,1,4,0,2.445792867700743
2,3,N,18,4,2,0,2.3374422968180792
1,1,N,6,2,1,0,1.2025363495776311
1,1,N,9,1,1,0,1.680585097765238
2,6,N,17,0,4,0,3.113354798482828
1,1,N,9,4,2,0,4.643575293427944
1,1,N,8,1,3,0,8.347913359603202
1,1,N,17,0,2,0,1.3691169385929902
1,1,N,17,4,5,0,8.312033574891993
2,5,N,17,1,1,0,0.9790008386020524
2,5,N,10,3,5,0,2.6068246227935874
1,2,N,19,2,1,0,2.5355251083318517
1,1,N,19,1,4,0,5.294022198893691
1,1,N,19,4,4,0,0.5115430412073939
1,1,N,18,6,3,1,3.019780672609528
2,2,N,17,0,4,0,4.1124188771604695
2,2,N,8,1,3,0,1.7087578548831688
2,1,N,0,5,3,1,0.8616525399578201
2,2,N,19,6,2,1,1.8567942383007303
1,1,N,1,6,2,1,2.902970027487683
2,5,N,7,2,3,0,4.036352181533768
2,5,N,17,6,1,1,1.9277979312872309
2,1,N,8,3,3,0,2.2960910343988274
1,1,N,9,1,3,0,2.9858633430329773
2,1,N,7,4,4,0,4.009718291496407
